CustomerID,OrderID,CustomerContact,Country,OrderDate,ProductID,UnitPrice,Quantity,Discount
WARTH,10270,Pirkko Koskitalo,Finland,4/23/2019,43,36.8,430,0
SPLIR,10271,Art Braunschweiger,USA,4/23/2019,33,2,330,0
RATTC,10272,Paula Wilson,USA,4/24/2019,20,64.8,200,0
RATTC,10272,Paula Wilson,USA,4/24/2019,31,10,310,0
RATTC,10272,Paula Wilson,USA,4/24/2019,72,27.8,720,0
QUICK,10273,Horst Kloss,Germany,4/27/2019,10,24.8,100,0.05
QUICK,10273,Horst Kloss,Germany,4/27/2019,31,10,310,0.05
QUICK,10273,Horst Kloss,Germany,4/27/2019,33,2,330,0
QUICK,10273,Horst Kloss,Germany,4/27/2019,40,14.7,400,0.05
QUICK,10273,Horst Kloss,Germany,4/27/2019,76,14.4,760,0.05
VINET,10274,Paul Henriot,France,4/28/2019,71,17.2,710,0
VINET,10274,Paul Henriot,France,4/28/2019,72,27.8,720,0
MAGAA,10275,Giovanni Rovelli,Italy,4/29/2019,24,3.6,240,0.05
MAGAA,10275,Giovanni Rovelli,Italy,4/29/2019,59,44,590,0.05
TORTU,10276,Miguel Angel Paolino,Mexico,4/30/2019,10,24.8,100,0
TORTU,10276,Miguel Angel Paolino,Mexico,4/30/2019,13,4.8,130,0
MORGK,10277,Alexander Feuer,Germany,5/1/2019,28,36.4,280,0
MORGK,10277,Alexander Feuer,Germany,5/1/2019,62,39.4,620,0
BERGS,10278,Christina Berglund,Sweden,5/4/2019,44,15.5,440,0
BERGS,10278,Christina Berglund,Sweden,5/4/2019,59,44,590,0
BERGS,10278,Christina Berglund,Sweden,5/4/2019,63,35.1,630,0
BERGS,10278,Christina Berglund,Sweden,5/4/2019,73,12,730,0
LEHMS,10279,Renate Messner,Germany,5/5/2019,17,31.2,170,0.25
BERGS,10280,Christina Berglund,Sweden,5/6/2019,24,3.6,240,0
BERGS,10280,Christina Berglund,Sweden,5/6/2019,55,19.2,550,0
BERGS,10280,Christina Berglund,Sweden,5/6/2019,75,6.2,750,0
ROMEY,10281,Alejandra Camino,Spain,5/6/2019,19,7.3,190,0
ROMEY,10281,Alejandra Camino,Spain,5/6/2019,24,3.6,240,0
ROMEY,10281,Alejandra Camino,Spain,5/6/2019,35,14.4,350,0
ROMEY,10282,Alejandra Camino,Spain,5/7/2019,30,20.7,300,0
ROMEY,10282,Alejandra Camino,Spain,5/7/2019,57,15.6,570,0
LILAS,10283,Carlos Gonzalez,Venezuela,5/8/2019,15,12.4,150,0
LILAS,10283,Carlos Gonzalez,Venezuela,5/8/2019,19,7.3,190,0
LILAS,10283,Carlos Gonzalez,Venezuela,5/8/2019,60,27.2,600,0
LILAS,10283,Carlos Gonzalez,Venezuela,5/8/2019,72,27.8,720,0
LEHMS,10284,Renate Messner,Germany,5/11/2019,27,35.1,270,0.25
LEHMS,10284,Renate Messner,Germany,5/11/2019,44,15.5,440,0
LEHMS,10284,Renate Messner,Germany,5/11/2019,60,27.2,600,0.25
LEHMS,10284,Renate Messner,Germany,5/11/2019,67,11.2,670,0.25
QUICK,10285,Horst Kloss,Germany,5/12/2019,1,14.4,10,0.2
QUICK,10285,Horst Kloss,Germany,5/12/2019,40,14.7,400,0.2
QUICK,10285,Horst Kloss,Germany,5/12/2019,53,26.2,530,0.2
QUICK,10286,Horst Kloss,Germany,5/13/2019,35,14.4,350,0
QUICK,10286,Horst Kloss,Germany,5/13/2019,62,39.4,620,0
RICAR,10287,Janete Limeira,Brazil,5/14/2019,16,13.9,160,0.15
RICAR,10287,Janete Limeira,Brazil,5/14/2019,34,11.2,340,0
RICAR,10287,Janete Limeira,Brazil,5/14/2019,46,9.6,460,0.15
REGGC,10288,Maurizio Moroni,Italy,5/15/2019,54,5.9,540,0.1
REGGC,10288,Maurizio Moroni,Italy,5/15/2019,68,10,680,0.1
BSBEV,10289,Victoria Ashworth,UK,5/18/2019,3,8,30,0
BSBEV,10289,Victoria Ashworth,UK,5/18/2019,64,26.6,640,0
COMMI,10290,Pedro Afonso,Brazil,5/19/2019,5,17,50,0
COMMI,10290,Pedro Afonso,Brazil,5/19/2019,29,99,290,0
COMMI,10290,Pedro Afonso,Brazil,5/19/2019,49,16,490,0
COMMI,10290,Pedro Afonso,Brazil,5/19/2019,77,10.4,770,0
QUEDE,10291,Bernardo Batista,Brazil,5/19/2019,13,4.8,130,0.1
QUEDE,10291,Bernardo Batista,Brazil,5/19/2019,44,15.5,440,0.1
QUEDE,10291,Bernardo Batista,Brazil,5/19/2019,51,42.4,510,0.1
TRADH,10292,Anabela Domingues,Brazil,5/20/2019,20,64.8,200,0
TORTU,10293,Miguel Angel Paolino,Mexico,5/21/2019,18,50,180,0
TORTU,10293,Miguel Angel Paolino,Mexico,5/21/2019,24,3.6,240,0
TORTU,10293,Miguel Angel Paolino,Mexico,5/21/2019,63,35.1,630,0
TORTU,10293,Miguel Angel Paolino,Mexico,5/21/2019,75,6.2,750,0
RATTC,10294,Paula Wilson,USA,5/22/2019,1,14.4,10,0
RATTC,10294,Paula Wilson,USA,5/22/2019,17,31.2,170,0
RATTC,10294,Paula Wilson,USA,5/22/2019,43,36.8,430,0
RATTC,10294,Paula Wilson,USA,5/22/2019,60,27.2,600,0
RATTC,10294,Paula Wilson,USA,5/22/2019,75,6.2,750,0
VINET,10295,Paul Henriot,France,5/25/2019,56,30.4,560,0
LILAS,10296,Carlos Gonzalez,Venezuela,5/26/2019,11,16.8,110,0
LILAS,10296,Carlos Gonzalez,Venezuela,5/26/2019,16,13.9,160,0
LILAS,10296,Carlos Gonzalez,Venezuela,5/26/2019,69,28.8,690,0
BLONP,10297,Frederique Citeaux,France,5/27/2019,39,14.4,390,0
BLONP,10297,Frederique Citeaux,France,5/27/2019,72,27.8,720,0
HUNGO,10298,Patricia McKenna,Ireland,5/28/2019,2,15.2,20,0
HUNGO,10298,Patricia McKenna,Ireland,5/28/2019,36,15.2,360,0.25
HUNGO,10298,Patricia McKenna,Ireland,5/28/2019,59,44,590,0.25
HUNGO,10298,Patricia McKenna,Ireland,5/28/2019,62,39.4,620,0
RICAR,10299,Janete Limeira,Brazil,5/29/2019,19,7.3,190,0
RICAR,10299,Janete Limeira,Brazil,5/29/2019,70,12,700,0
MAGAA,10300,Giovanni Rovelli,Italy,6/1/2019,66,13.6,660,0
MAGAA,10300,Giovanni Rovelli,Italy,6/1/2019,68,10,680,0
WANDK,10301,Rita Muller,Germany,6/1/2019,40,14.7,400,0
WANDK,10301,Rita Muller,Germany,6/1/2019,56,30.4,560,0
SUPRD,10302,Pascale Cartrain,Belgium,6/2/2019,17,31.2,170,0
SUPRD,10302,Pascale Cartrain,Belgium,6/2/2019,28,36.4,280,0
SUPRD,10302,Pascale Cartrain,Belgium,6/2/2019,43,36.8,430,0
GODOS,10303,Jose Pedro Freyre,Spain,6/3/2019,40,14.7,400,0.1
GODOS,10303,Jose Pedro Freyre,Spain,6/3/2019,65,16.8,650,0.1
GODOS,10303,Jose Pedro Freyre,Spain,6/3/2019,68,10,680,0.1
TORTU,10304,Miguel Angel Paolino,Mexico,6/4/2019,49,16,490,0
TORTU,10304,Miguel Angel Paolino,Mexico,6/4/2019,59,44,590,0
TORTU,10304,Miguel Angel Paolino,Mexico,6/4/2019,71,17.2,710,0
OLDWO,10305,Rene Phillips,USA,6/5/2019,18,50,180,0.1
OLDWO,10305,Rene Phillips,USA,6/5/2019,29,99,290,0.1
OLDWO,10305,Rene Phillips,USA,6/5/2019,39,14.4,390,0.1
ROMEY,10306,Alejandra Camino,Spain,6/8/2019,30,20.7,300,0
ROMEY,10306,Alejandra Camino,Spain,6/8/2019,53,26.2,530,0
ROMEY,10306,Alejandra Camino,Spain,6/8/2019,54,5.9,540,0
LONEP,10307,Fran Wilson,USA,6/9/2019,62,39.4,620,0
LONEP,10307,Fran Wilson,USA,6/9/2019,68,10,680,0
ANATR,10308,Ana Trujillo,Mexico,6/10/2019,69,28.8,690,0
ANATR,10308,Ana Trujillo,Mexico,6/10/2019,70,12,700,0
HUNGO,10309,Patricia McKenna,Ireland,6/11/2019,4,17.6,40,0
HUNGO,10309,Patricia McKenna,Ireland,6/11/2019,6,20,60,0
HUNGO,10309,Patricia McKenna,Ireland,6/11/2019,42,11.2,420,0
HUNGO,10309,Patricia McKenna,Ireland,6/11/2019,43,36.8,430,0
HUNGO,10309,Patricia McKenna,Ireland,6/11/2019,71,17.2,710,0
THEBI,10310,Liz Nixon,USA,6/12/2019,16,13.9,160,0
THEBI,10310,Liz Nixon,USA,6/12/2019,62,39.4,620,0
DUMON,10311,Janine Labrune,France,6/12/2019,42,11.2,420,0
DUMON,10311,Janine Labrune,France,6/12/2019,69,28.8,690,0
WANDK,10312,Rita Muller,Germany,6/15/2019,28,36.4,280,0
WANDK,10312,Rita Muller,Germany,6/15/2019,43,36.8,430,0
WANDK,10312,Rita Muller,Germany,6/15/2019,53,26.2,530,0
WANDK,10312,Rita Muller,Germany,6/15/2019,75,6.2,750,0
QUICK,10313,Horst Kloss,Germany,6/16/2019,36,15.2,360,0
RATTC,10314,Paula Wilson,USA,6/17/2019,32,25.6,320,0.1
RATTC,10314,Paula Wilson,USA,6/17/2019,58,10.6,580,0.1
RATTC,10314,Paula Wilson,USA,6/17/2019,62,39.4,620,0.1
ISLAT,10315,Helen Bennett,UK,6/18/2019,34,11.2,340,0
ISLAT,10315,Helen Bennett,UK,6/18/2019,70,12,700,0
RATTC,10316,Paula Wilson,USA,6/19/2019,41,7.7,410,0
RATTC,10316,Paula Wilson,USA,6/19/2019,62,39.4,620,0
LONEP,10317,Fran Wilson,USA,6/22/2019,1,14.4,10,0
ISLAT,10318,Helen Bennett,UK,6/23/2019,41,7.7,410,0
ISLAT,10318,Helen Bennett,UK,6/23/2019,76,14.4,760,0
TORTU,10319,Miguel Angel Paolino,Mexico,6/24/2019,17,31.2,170,0
TORTU,10319,Miguel Angel Paolino,Mexico,6/24/2019,28,36.4,280,0
TORTU,10319,Miguel Angel Paolino,Mexico,6/24/2019,76,14.4,760,0
WARTH,10320,Pirkko Koskitalo,Finland,6/25/2019,71,17.2,710,0
ISLAT,10321,Helen Bennett,UK,6/25/2019,35,14.4,350,0
PERIC,10322,Guillermo Fernandez,Mexico,6/26/2019,52,5.6,520,0
KOENE,10323,Philip Cramer,Germany,6/29/2019,15,12.4,150,0
KOENE,10323,Philip Cramer,Germany,6/29/2019,25,11.2,250,0
KOENE,10323,Philip Cramer,Germany,6/29/2019,39,14.4,390,0
SAVEA,10324,Jose Pavarotti,USA,6/30/2019,16,13.9,160,0.15
SAVEA,10324,Jose Pavarotti,USA,6/30/2019,35,14.4,350,0.15
SAVEA,10324,Jose Pavarotti,USA,6/30/2019,46,9.6,460,0
SAVEA,10324,Jose Pavarotti,USA,6/30/2019,59,44,590,0.15
SAVEA,10324,Jose Pavarotti,USA,6/30/2019,63,35.1,630,0.15
KOENE,10325,Philip Cramer,Germany,7/1/2019,6,20,60,0
KOENE,10325,Philip Cramer,Germany,7/1/2019,13,4.8,130,0
KOENE,10325,Philip Cramer,Germany,7/1/2019,14,18.6,140,0
KOENE,10325,Philip Cramer,Germany,7/1/2019,31,10,310,0
KOENE,10325,Philip Cramer,Germany,7/1/2019,72,27.8,720,0
BOLID,10326,Martin Sommer,Spain,7/2/2019,4,17.6,40,0
BOLID,10326,Martin Sommer,Spain,7/2/2019,57,15.6,570,0
BOLID,10326,Martin Sommer,Spain,7/2/2019,75,6.2,750,0
FOLKO,10327,Maria Larsson,Sweden,7/3/2019,2,15.2,20,0.2
FOLKO,10327,Maria Larsson,Sweden,7/3/2019,11,16.8,110,0.2
FOLKO,10327,Maria Larsson,Sweden,7/3/2019,30,20.7,300,0.2
FOLKO,10327,Maria Larsson,Sweden,7/3/2019,58,10.6,580,0.2
FURIB,10328,Lino Rodriguez,Portugal,7/6/2019,59,44,590,0
FURIB,10328,Lino Rodriguez,Portugal,7/6/2019,65,16.8,650,0
FURIB,10328,Lino Rodriguez,Portugal,7/6/2019,68,10,680,0
SPLIR,10329,Art Braunschweiger,USA,7/7/2019,19,7.3,190,0.05
SPLIR,10329,Art Braunschweiger,USA,7/7/2019,30,20.7,300,0.05
SPLIR,10329,Art Braunschweiger,USA,7/7/2019,38,210.8,380,0.05
SPLIR,10329,Art Braunschweiger,USA,7/7/2019,56,30.4,560,0.05
LILAS,10330,Carlos Gonzalez,Venezuela,7/8/2019,26,24.9,260,0.15
LILAS,10330,Carlos Gonzalez,Venezuela,7/8/2019,72,27.8,720,0.15
BONAP,10331,Laurence Lebihan,France,7/8/2019,54,5.9,540,0
MEREP,10332,Jean Fresniere,Canada,7/9/2019,18,50,180,0.2
MEREP,10332,Jean Fresniere,Canada,7/9/2019,42,11.2,420,0.2
MEREP,10332,Jean Fresniere,Canada,7/9/2019,47,7.6,470,0.2
WARTH,10333,Pirkko Koskitalo,Finland,7/10/2019,14,18.6,140,0
WARTH,10333,Pirkko Koskitalo,Finland,7/10/2019,21,8,210,0.1
WARTH,10333,Pirkko Koskitalo,Finland,7/10/2019,71,17.2,710,0.1
VICTE,10334,Mary Saveley,France,7/13/2019,52,5.6,520,0
VICTE,10334,Mary Saveley,France,7/13/2019,68,10,680,0
HUNGO,10335,Patricia McKenna,Ireland,7/14/2019,2,15.2,20,0.2
HUNGO,10335,Patricia McKenna,Ireland,7/14/2019,31,10,310,0.2
HUNGO,10335,Patricia McKenna,Ireland,7/14/2019,32,25.6,320,0.2
HUNGO,10335,Patricia McKenna,Ireland,7/14/2019,51,42.4,510,0.2
PRINI,10336,Isabel de Castro,Portugal,7/15/2019,4,17.6,40,0.1
FRANK,10337,Peter Franken,Germany,7/16/2019,23,7.2,230,0
FRANK,10337,Peter Franken,Germany,7/16/2019,26,24.9,260,0
FRANK,10337,Peter Franken,Germany,7/16/2019,36,15.2,360,0
FRANK,10337,Peter Franken,Germany,7/16/2019,37,20.8,370,0
FRANK,10337,Peter Franken,Germany,7/16/2019,72,27.8,720,0
OLDWO,10338,Rene Phillips,USA,7/17/2019,17,31.2,170,0
OLDWO,10338,Rene Phillips,USA,7/17/2019,30,20.7,300,0
MEREP,10339,Jean Fresniere,Canada,7/20/2019,4,17.6,40,0
MEREP,10339,Jean Fresniere,Canada,7/20/2019,17,31.2,170,0.05
MEREP,10339,Jean Fresniere,Canada,7/20/2019,62,39.4,620,0
BONAP,10340,Laurence Lebihan,France,7/21/2019,18,50,180,0.05
BONAP,10340,Laurence Lebihan,France,7/21/2019,41,7.7,410,0.05
BONAP,10340,Laurence Lebihan,France,7/21/2019,43,36.8,430,0.05
SIMOB,10341,Jytte Petersen,Denmark,7/21/2019,33,2,330,0
SIMOB,10341,Jytte Petersen,Denmark,7/21/2019,59,44,590,0.15
FRANK,10342,Peter Franken,Germany,7/22/2019,2,15.2,20,0.2
FRANK,10342,Peter Franken,Germany,7/22/2019,31,10,310,0.2
FRANK,10342,Peter Franken,Germany,7/22/2019,36,15.2,360,0.2
FRANK,10342,Peter Franken,Germany,7/22/2019,55,19.2,550,0.2
LEHMS,10343,Renate Messner,Germany,7/23/2019,64,26.6,640,0
LEHMS,10343,Renate Messner,Germany,7/23/2019,68,10,680,0.05
LEHMS,10343,Renate Messner,Germany,7/23/2019,76,14.4,760,0
WHITC,10344,Karl Jablonski,USA,7/24/2019,4,17.6,40,0
WHITC,10344,Karl Jablonski,USA,7/24/2019,8,32,80,0.25
QUICK,10345,Horst Kloss,Germany,7/27/2019,8,32,80,0
QUICK,10345,Horst Kloss,Germany,7/27/2019,19,7.3,190,0
QUICK,10345,Horst Kloss,Germany,7/27/2019,42,11.2,420,0
RATTC,10346,Paula Wilson,USA,7/28/2019,17,31.2,170,0.1
RATTC,10346,Paula Wilson,USA,7/28/2019,56,30.4,560,0
FAMIA,10347,Aria Cruz,Brazil,7/29/2019,25,11.2,250,0
FAMIA,10347,Aria Cruz,Brazil,7/29/2019,39,14.4,390,0.15
FAMIA,10347,Aria Cruz,Brazil,7/29/2019,40,14.7,400,0
FAMIA,10347,Aria Cruz,Brazil,7/29/2019,75,6.2,750,0.15
WANDK,10348,Rita Muller,Germany,7/30/2019,1,14.4,10,0.15
WANDK,10348,Rita Muller,Germany,7/30/2019,23,7.2,230,0
SPLIR,10349,Art Braunschweiger,USA,7/31/2019,54,5.9,540,0
LAMAI,10350,Annette Roulet,France,8/3/2019,50,13,500,0.1
LAMAI,10350,Annette Roulet,France,8/3/2019,69,28.8,690,0.1
ERNSH,10351,Roland Mendel,Austria,8/3/2019,38,210.8,380,0.05
ERNSH,10351,Roland Mendel,Austria,8/3/2019,41,7.7,410,0
ERNSH,10351,Roland Mendel,Austria,8/3/2019,44,15.5,440,0.05
ERNSH,10351,Roland Mendel,Austria,8/3/2019,65,16.8,650,0.05
FURIB,10352,Lino Rodriguez,Portugal,8/4/2019,24,3.6,240,0
FURIB,10352,Lino Rodriguez,Portugal,8/4/2019,54,5.9,540,0.15
PICCO,10353,Georg Pipps,Austria,8/5/2019,11,16.8,110,0.2
PICCO,10353,Georg Pipps,Austria,8/5/2019,38,210.8,380,0.2
PERIC,10354,Guillermo Fernandez,Mexico,8/6/2019,1,14.4,10,0
PERIC,10354,Guillermo Fernandez,Mexico,8/6/2019,29,99,290,0
AROUT,10355,Thomas Hardy,UK,8/7/2019,24,3.6,240,0
AROUT,10355,Thomas Hardy,UK,8/7/2019,57,15.6,570,0
WANDK,10356,Rita Muller,Germany,8/10/2019,31,10,310,0
WANDK,10356,Rita Muller,Germany,8/10/2019,55,19.2,550,0
WANDK,10356,Rita Muller,Germany,8/10/2019,69,28.8,690,0
LILAS,10357,Carlos Gonzalez,Venezuela,8/11/2019,10,24.8,100,0.2
LILAS,10357,Carlos Gonzalez,Venezuela,8/11/2019,26,24.9,260,0
LILAS,10357,Carlos Gonzalez,Venezuela,8/11/2019,60,27.2,600,0.2
LAMAI,10358,Annette Roulet,France,8/12/2019,24,3.6,240,0.05
LAMAI,10358,Annette Roulet,France,8/12/2019,34,11.2,340,0.05
LAMAI,10358,Annette Roulet,France,8/12/2019,36,15.2,360,0.05
SEVES,10359,Hari Kumar,UK,8/13/2019,16,13.9,160,0.05
SEVES,10359,Hari Kumar,UK,8/13/2019,31,10,310,0.05
SEVES,10359,Hari Kumar,UK,8/13/2019,60,27.2,600,0.05
BLONP,10360,Frederique Citeaux,France,8/14/2019,28,36.4,280,0
BLONP,10360,Frederique Citeaux,France,8/14/2019,29,99,290,0
BLONP,10360,Frederique Citeaux,France,8/14/2019,38,210.8,380,0
BLONP,10360,Frederique Citeaux,France,8/14/2019,49,16,490,0
BLONP,10360,Frederique Citeaux,France,8/14/2019,54,5.9,540,0
QUICK,10361,Horst Kloss,Germany,8/14/2019,39,14.4,390,0.1
QUICK,10361,Horst Kloss,Germany,8/14/2019,60,27.2,600,0.1
BONAP,10362,Laurence Lebihan,France,8/17/2019,25,11.2,250,0
BONAP,10362,Laurence Lebihan,France,8/17/2019,51,42.4,510,0
BONAP,10362,Laurence Lebihan,France,8/17/2019,54,5.9,540,0
DRACD,10363,Sven Ottlieb,Germany,8/18/2019,31,10,310,0
DRACD,10363,Sven Ottlieb,Germany,8/18/2019,75,6.2,750,0
DRACD,10363,Sven Ottlieb,Germany,8/18/2019,76,14.4,760,0
EASTC,10364,Ann Devon,UK,8/18/2019,69,28.8,690,0
EASTC,10364,Ann Devon,UK,8/18/2019,71,17.2,710,0
ANTON,10365,Antonio Moreno,Mexico,8/19/2019,11,16.8,110,0
GALED,10366,Eduardo Saavedra,Spain,8/20/2019,65,16.8,650,0
GALED,10366,Eduardo Saavedra,Spain,8/20/2019,77,10.4,770,0
VAFFE,10367,Palle Ibsen,Denmark,8/20/2019,34,11.2,340,0
VAFFE,10367,Palle Ibsen,Denmark,8/20/2019,54,5.9,540,0
VAFFE,10367,Palle Ibsen,Denmark,8/20/2019,65,16.8,650,0
VAFFE,10367,Palle Ibsen,Denmark,8/20/2019,77,10.4,770,0
ERNSH,10368,Roland Mendel,Austria,8/21/2019,21,8,210,0.1
ERNSH,10368,Roland Mendel,Austria,8/21/2019,28,36.4,280,0.1
ERNSH,10368,Roland Mendel,Austria,8/21/2019,57,15.6,570,0
ERNSH,10368,Roland Mendel,Austria,8/21/2019,64,26.6,640,0.1
SPLIR,10369,Art Braunschweiger,USA,8/24/2019,29,99,290,0
SPLIR,10369,Art Braunschweiger,USA,8/24/2019,56,30.4,560,0.25
CHOPS,10370,Yang Wang,Switzerland,8/25/2019,1,14.4,10,0.15
CHOPS,10370,Yang Wang,Switzerland,8/25/2019,64,26.6,640,0
CHOPS,10370,Yang Wang,Switzerland,8/25/2019,74,8,740,0.15
LAMAI,10371,Annette Roulet,France,8/25/2019,36,15.2,360,0.2
QUEEN,10372,Lucia Carvalho,Brazil,8/26/2019,20,64.8,200,0.25
QUEEN,10372,Lucia Carvalho,Brazil,8/26/2019,38,210.8,380,0.25
QUEEN,10372,Lucia Carvalho,Brazil,8/26/2019,60,27.2,600,0.25
QUEEN,10372,Lucia Carvalho,Brazil,8/26/2019,72,27.8,720,0.25
HUNGO,10373,Patricia McKenna,Ireland,8/27/2019,58,10.6,580,0.2
HUNGO,10373,Patricia McKenna,Ireland,8/27/2019,71,17.2,710,0.2
WOLZA,10374,Zbyszek Piestrzeniewicz,Poland,8/27/2019,31,10,310,0
WOLZA,10374,Zbyszek Piestrzeniewicz,Poland,8/27/2019,58,10.6,580,0
HUNGC,10375,Yoshi Latimer,USA,8/28/2019,14,18.6,140,0
HUNGC,10375,Yoshi Latimer,USA,8/28/2019,54,5.9,540,0
MEREP,10376,Jean Fresniere,Canada,8/31/2019,31,10,310,0.05
SEVES,10377,Hari Kumar,UK,8/31/2019,28,36.4,280,0.15
SEVES,10377,Hari Kumar,UK,8/31/2019,39,14.4,390,0.15
FOLKO,10378,Maria Larsson,Sweden,9/1/2019,71,17.2,710,0
QUEDE,10379,Bernardo Batista,Brazil,9/2/2019,41,7.7,410,0.1
QUEDE,10379,Bernardo Batista,Brazil,9/2/2019,63,35.1,630,0.1
QUEDE,10379,Bernardo Batista,Brazil,9/2/2019,65,16.8,650,0.1
HUNGO,10380,Patricia McKenna,Ireland,9/3/2019,30,20.7,300,0.1
HUNGO,10380,Patricia McKenna,Ireland,9/3/2019,53,26.2,530,0.1
HUNGO,10380,Patricia McKenna,Ireland,9/3/2019,60,27.2,600,0.1
HUNGO,10380,Patricia McKenna,Ireland,9/3/2019,70,12,700,0
LILAS,10381,Carlos Gonzalez,Venezuela,9/3/2019,74,8,740,0
ERNSH,10382,Roland Mendel,Austria,9/4/2019,5,17,50,0
ERNSH,10382,Roland Mendel,Austria,9/4/2019,18,50,180,0
ERNSH,10382,Roland Mendel,Austria,9/4/2019,29,99,290,0
ERNSH,10382,Roland Mendel,Austria,9/4/2019,33,2,330,0
ERNSH,10382,Roland Mendel,Austria,9/4/2019,74,8,740,0
AROUT,10383,Thomas Hardy,UK,9/7/2019,13,4.8,130,0
AROUT,10383,Thomas Hardy,UK,9/7/2019,50,13,500,0
